MGS 1;Normal;нужно было сменить порт контроллера;Что было особенного в битве против Психо Мантиса?;нужно было сменить порт контроллера;он использовал камуфляж " невидимки";он использовал Мерил в качестве живого щита;нужно было сражаться без оружия
MGS 1;Hard;Оружейной площадки;Снайперскую винтовку ПСГ1 (PSG1) можно было найти внутри ...?;Оружейной площадки;Ядерного здания на этаже В2;Ядерного здания на этаже В1;Пещерах
MGS 1;Normal;Снайпер Вульф;5-й босс бой был против?;Снайпер Вульф;Вертолета Ми-24 (Hind D);Психо Мантиса;Киберниндзя
MGS 1;Hard;в ангере танков на этаже В1;Где находилась комната пыток?;в ангере танков на этаже В1;а ангере танков на этаже В2;внутри ядерного здания на этаже Б2;внутри Башен связи
MGS 1;Normal;не было возможности продолжить игру;Что было такого особенного насчет сцены пыток?;не было возможности продолжить игру;не было никакого способа проиграть;ее можно было пропустить;Снейку нужно было сдаться, чтобы остановить пытки
MGS 1;Hard;Снайпер Вульф;7-й босс бой был против?;Снайпер Вульф;Вертолета Ми-24 (Hind D);Психо Мантиса;Вулкан Рейвена
MGS 1;Hard;в Башнях связи;Где можно было найти портативную ракетную установку Стингер?;в Башнях связи;на Снежном поле;в ядерном здании;в оружейной зоне
MGS 1;Hard;Вулкан Рейвена;С каким соперником Снейку пришлось сражаться в бою с 8-м боссом?;Вулкан Рейвена;Снайпер Вульф;Метал Гир Рекса;Вертолета Ми-24 (Hind D)
MGS 1;Hard;от Отакона;От кого Снейк получил карточку безопасности 6-го уровня?;от Отакона;от Снайпер Вульф;от Психо Мантиса;от Мерил
MGS 1;Hard;от Вулкан Рейвена;От кого Снейк получил карточку безопасности 7-го уровня?;от Вулкан Рейвена;от Снайпер Вульф;от Отакона;от Мерил
MGS 1;Hard;Ядерное здание на этаже В1;Где можно было найти картонную коробку Б? ;Ядерное здание на этаже В1;Ядерное здание на этаже В2;Снежное поле;в Пещерах
MGS 1;Hard;сдаться во время пыток;Как можно было приобрести костюм невидимки (Stealth Camo)?;сдаться во время пыток;закончить игру на тяжелом уровне сложности;пройти игру на сложном уровне в течение определенного времени;противостоять пыткам на тяжелом уровне сложности
MGS 1;Hard;C4;Арсенал: Что находилось в кладовке 1-го уровня безопасности?;C4; ракетница Никита (Nikita Launcher);маскирующие гранаты (Chaff Grenades);ружьё FAMAS
MGS 1;Normal;комната заполнялась газом;Что случилось после того, как Снейк использовал ПАЛ ключ (PAL-key) в третий раз?;комната заполнялась газом;Оцелот пытался устроить засаду Снейку;Наоми призналась, что она заразила Снейка с ФоксДай (FOXDIE);Рой Кэмпбелл открыл, что Мерил - его дочь
MGS 1;Normal;Психо Мантис;С каким соперником Снейку пришлось сражаться в бою с 4-м боссом?;Психо Мантис;Вулкан Рейвен;Снайпер Вульф;Вертолет Ми-24 (Hind D)
MGS 1;Normal;Револьвер Colt SAA;Какое оружие использовал Оцелот во время боя босса против Снейка?;Револьвер Colt SAA;Глок 18 (Glock 18);Пистолет Scorpion;ружьё FAMAS
MGS 1;Normal;Мерил;В определенное время в игре кто-то сказал: "Я НЕ зеленый" Кто сказал эти слова?;Мерил;солид Снейк;Ликвид Снейк;Отакон
MGS 1;Normal;3 раза;На пути к башне связи со Снейком Мерил была ранена. Сколько раз ее ранили?;3 раза;2 раза;4 раза;1 раз
MGS 1;Normal;2 охранника;Зона доков:  сколько охранников патрулировало эту территорию до того, как спустился еще один?;2 охранника;1 охранник;3 охранника;4 охранника
MGS 2;Hard;19 ноября 2001 года;Когда игра была выпущена для PlayStation 2 в Японии?;19 ноября 2001 года;13 ноября 2001 года;16 декабря 2002 года;3 февраля 2002 года
MGS 2;Hard;23 ноября 2011 года;Когда была выпущена HD-версия для PlayStation 3 в Японии?;23 ноября 2011 года;13 ноября 2011 года;28 марта 2012 года;3 февраля 2012 года
MGS 2;Hard;5;Сколько в игре есть уровней доступа?;5;4;6;7
MGS 2;Hard;USS Discovery;Как назывался танкер?;USS Discovery;USS Voyager;USS Missouri;USS Patriot
MGS 2;Normal;2;Сколько лет прошло между инцидентом "Тanker" и "Plant"?;2;1;4;5
MGS 2;Hard;2009;В каком году происходит инцидент на Plant?;2009;2007;2003;2005
MGS 2;Normal;1;Сколько боев против боссов есть на Tanker?;1;2;3;4
MGS 2;Hard;чтобы выяснить, куда направляется танкер;Почему Отакон поручил Снейку идти сначала на корабельный мостик?;чтобы выяснить, куда направляется танкер;чтобы получить карту танкера;чтобы выяснить, кто капитан танкера;чтобы выяснить местоположение от Metal Gear
MGS 2;Normal;Это Снейк;Что было первым, что Снейк сказал на Танкер?;Это Снейк;Здесь довольно мокро;начинаю операцию "Сыновья Свободы";Заставил тебя ждать, да?
MGS 2;Normal;Джордж Сирс;Солидус Снейк также известен под именем...?;Джордж Сирс;Ричард Эймс;Плискин;Питер Стиллман
MGS 2;Normal;Джек;Как настоящее имя Райдена?;Джек;Дэвид;Джон;Рой
MGS 2;Hard;Квинтон Флинн;Кто озвучивал Райдена на английском языке?;Квинтон Флинн;Дэвид Хейтер;Патрик Циммерман;Джон Сиган
MGS 2;Normal;её нельзя победить;Как можно победить Fortune?;её нельзя победить;с помощью гранат;с помощью транквилизатора;используя снайперскую винтовку PSG 1
MGS 2;Normal;Ольга Гурлукович;Киборг Ниндзя, так же известный как Мистер Х, это не кто иной, как?;Ольга Гурлукович;Солид Снейк;Солидус Снейк;Плискин
MGS 2;Normal;Extreme;На какой сложности можно получить солдатский жетон Хидео Кодзимы?;Extreme;Very Easy;Normal;Hard
MGS 2;Normal;2;Сколько основных ядер содержит Big Shell?;2;4;6;8
MGS 2;Normal;Can't Say Goodbye to Yesterday;Как называлась финальная песня?;Can't Say Goodbye to Yesterday;Here's to you;The Best Is Yet to Come;Who Am I Really?
MGS 2;Hard;Ольга Гурлович;Кто не член в "Dead Cell"?;Ольга Гурлович;Олд Бой;Вамп;Форчен
MGS 2;Normal;Philanthropy ;Как называлась организация, которую основали Снейк и Отакон?;Philanthropy ;Dead Cell;Patriots;Sons of Liberty
MGS 2;Normal;Metal Gear Ray;Как называется Metal Gear, которого нужно сфотографировать?;Metal Gear Ray;Metal Gear ZEKE;Metal Gear Arsenal;Metal Gear Rex
MGS 2;Hard;Extreme;После того, как вы закончили игру, какие игровые сложности выявляются?;Extreme;Difficult;Very Easy;Hard Big Boss
MGS 2;Normal;5;Сколько уровней сложности есть в игре?;5;2;4;7
MGS 2;Normal;Big Boss Extreme;Какой уровень сложности отсутствует?;Big Boss Extreme;Very Easy;Normal;Hard
MGS 2;Hard;141.51;Какова частота кодека у Эммы Эммерих?;141.51;140.85;141.12;140.96
MGS 2;Hard;140.85;Какова частота кодека у полковника Кэмпбелла?;140.85;141.85;141.12;140.96
MGS 2;Hard;141.12;Какая частота кодека у Отакона?;141.12;140.85;141.52;141.96
MGS 2;Hard;140.96;Какая частота кодека у Розмари?;140.96;140.85;141.52;140.36
MGS 2;Hard;141.80;Какова частота кодека у Снейка?;141.80;140.85;139.90;142.30
MGS 2;Normal;Розмари;Кто использовал частоту кодека 140.96?;Розмари;Эмма;Плискин;полковник Кэмпбелл
MGS 2;Normal;Розмари;В главе "Plant": Кто сохраняет вашу игру?;Розмари;Эмма;Отакон;полковник Кэмпбелл
MGS 2;Normal;Солидус;Кто является последним боссом в игре?;Солидус;Вамп;Фэтмен;Metal Gear Ray
MGS 2;Normal;Она была зарезана;Как была убита Эмма?;Она была зарезана;Она была застрелена;Она была отравлена;Она была утоплена
MGS 2;Hard;Форчен;Кто лидер "Мертвой ячейки (Dead Cell)"?;Форчен;Фэтмен;Вамп;Питер Стиллман
MGS 2;Hard;Mk. 22;Нормальная сложность: Что не принадлежит к снаряжению в начале игры?;Mk. 22;M9;сигареты;Камера
MGS 2;Hard;Нож;Нормальная сложность: Что не принадлежит к снаряжению в начале игры?;Нож;Сигареты;датчик AP;Камера
MGS 2;Hard;Рацион;Палуба А, crew's lounge: Что можно найти рядом с экраном телевизора?;Рацион;шаффовые гранаты;боеприпасы;гранаты
MGS 2;Hard;Палуба D;Где можно найти картонную коробку 1?;Палуба D;Палуба В;Палуба С;Палуба Е
MGS 2;Hard;Палуба F;Какой палубы нет на Танкер?;Палуба F;Палуба D;Палуба С;Палуба Е
MGS 2;Hard;Навигационная палуба;Танкер: Где можно найти Тепловые Очки?;Навигационная палуба;Палуба D;Палуба С;Палуба Е
MGS 2;Normal;4;Сколько фотографий нужно было сделать от Metal Gear?;4;2;3;5
MGS 2;Normal;мобильная видеокамера;Что такое CYPHER?;мобильная видеокамера;кодовое имя для Оцелота;кодовое имя для Metal Gear;спутник
MGS 2;Normal;река Гудзон;По какой реке плыл танкер?;река Гудзон;река Миссури;Зелёная река;Ист-Ривер
MGS 2;Normal;присесть;Кнопка X на контроллере была использована для...?;присесть;удар;стрелять из оружия;кнопка действия
MGS 2;Normal;Бритва;Что можно было найти в главе "Plant"?;Бритва;Ножницы;расческа;Зеркало
MGS 2;Hard;от Стиллмана;Как Райден получил карту безопасности 1-го уровня?;от Стиллмана;от Плискина;от Снейка;от Фэтмена
MGS 2;Hard;Strut A;Где можно найти картонную коробку 1?;Strut A;Strut C;Strut D;Strut F
MGS 2;Hard;Strut F;Где можно найти Миноискатель?;Strut F;Strut C;Strut D;Strut E
MGS 2;Hard;Strut F;Где можно найти картонную коробку 2?;Strut F;Strut A;Strut D;Strut E
MGS 2;Hard;от Мистера Х;Как Raiden получил карту безопасности 2-го уровня?;от Мистера Х;от Фэтмена;от Снейка;от Питера Стиллмана
MGS 2;Normal;Snatcher;Какой плакат нельзя найти в MGS 2?;Snatcher;Policenauts;Zone of the Enders;Metal Gear Game
MGS 2;Hard;от Эймса;How does Raiden get the level 3 security card?;от Эймса;от Плискина;от Фэтмена;от Мистера Х
MGS 2;Hard;от президента;Как Raiden получил карту безопасности 4-го уровня?;от президента;от Эймса;от Плискина;от Мистера Х
MGS 2;Hard;от президента;Как Raiden получил MO DISK?;от президента;от Плискина;от Эммы;из Отакона
MGS 2;Hard;от Эммы;Как Raiden получил карту безопасности 5-го уровня?;от Эммы;от президента;от Эймса;от Плискина
MGS 2;Normal;George Washington Bridge;В начале игры Снейк прыгает с моста, чтобы попасть на танкер. С какого моста?;George Washington Bridge;Golden Gate Bridge;Rainbow Bridge;Millennium Bridge
MGS 2;Normal;полковник ГРУ;Отец Ольги был…;полковник ГРУ;известный террорист;член российского парламента;учёный
MGS 2;Normal;300;Рейден утверждал, что он выполнил много миссий VR. Сколько именно?;300;400;500;600
MGS 2;Normal;6;Из скольких опор состоит каждое ядро?;6;2;4;8
MGS 2;Normal;эксперт по бомбам;Кто такой Питер Стиллман?;эксперт по бомбам;Снайпер;Член Мертвой клетки;агент ЦРУ
MGS 2;Hard;Strut C;Где Рейден должен был встретиться с Питером Стиллманом?;Strut C;Strut B;Strut D;Strut E
MGS 2;Normal;он спит;Что случится, когда ты позвонишь Плискину через несколько минут после первой встречи?;он спит;он играет в PSP;он не отвечает;он борется с Вамп
MGS 2;Hard;президента Джонсона;Кого озвучивал Пол Лукатер на английском языке?;президента Джонсона;Солидус Снейка;Оцелота;Сергея Гурлуковича
MGS 2;Normal;зови меня Эмма;Когда Эмма умирала, она попросила Отакона об одной последней просьбе. О какой?;зови меня Эмма;поцелуй меня;уничтож GW;не забывай меня
MGS 2;Hard;мост Варраццано;Прямо в начале главы "Plant" был виден мост. Какой мост?;мост Варраццано;мост Джорджа Вашингтона;Бруклинский мост;Манхэттенский мост
MGS 2;Hard;Оцелот;После того, как Снейк попал на танкер. Чей голос был услышан первым?;Оцелот;Снейк;Отакон;Райден
MGS 2;Hard;здесь ничего нет;В лагере 1F был охранник, который регулярно докладывал о положении дел. Что именно он сообщал?;здесь ничего нет;никаких нарушителей;всё тихо;нечего сообщать
MGS 2;Hard;В "Big Shell" находится новая модель Metal Gear;Что именно ниндзя (Мистер Х) сообщил Райдену?;В "Big Shell" находится новая модель Metal Gear;Снейк не погиб во время инцидента с танкером;Настоящий лидер террористов - это Оцелот;Весь этот инцидент - это просто симуляция!
MGS 2;Hard;в Федерал-холл;Где встретились Роуз и Райден в первый раз?;в Федерал-холл;в здании Крайслера;в Эмпайр Стейт Билдинг;в Метрополитен-музее
MGS 2;Normal;Появился Металл Гир;Что случилось после того, как Хэрриет был сбит?;Появился Металл Гир;Фэтмен взорвал подпорку;Форчунь спасла Райдена;Райден сказал, что хочет стать ниндзей
MGS 2;Normal;Снейк дал её ему;Как Рейден получил ракетную установку "Стингер"?;Снейк дал её ему;он нашел её после битвы с Фэтменом;он украл её у Оцелота;она с самого начала находилас у него
MGS 2;Normal;Снейк;Как только у вас появилась снайперская винтовка PSG1, кто позвонил Райдену, чтобы дать ему дальнейшие инструкции?;Снейк;полковник Кэмпбелл;Мистер Х;Эмма Эммерих
MGS 2;Normal;найти список с именами патриотов;В конце игры Солидус сказал, что захват Arsenal Gear никогда не был настоящей целью. Какова была его истинная цель?;найти список с именами патриотов;запустить ядерную бомбу над Манхэттеном;убийство президента Джонсона;Схватить Снейка
MGS 2;Normal;прислушиваться к его сердцебиению;Какое предложение Райден сделал Эмме, чтобы отвлечь ее мысли от воды?;прислушиваться к его сердцебиению;подумать об Отаконе;притворится спящейся;пподумать, что она скажет Отакону
MGS 3;Hard;16. Декабря 2004 гoда;Когда вышла в Японии версия "Пожиратель змей" (Snake Eater) для PlayStation 2?;16. Декабря 2004 гoда;17. Ноября 2004 гoда;4. Марта 2004  гoда;17. Марта 2005  гoда
MGS 3;Hard;22. Декабря 2005 гoда;Когда вышла версия Субсистенс (Subsistence) для PlayStation 2 в Японии?;22. Декабря 2005 гoда;14. Марта 2006 гoда;6. Октября 2006 гoда;23. Ноября 2005 гoда
MGS 3;Hard;23. Ноября 2011 гoда;Когда вышла HD-версия для PlayStation 3 в Японии?;23. Ноября 2011 гoда;16. Декабря 2011 гoда;28. Марта 2012 гoда;3. Февраля 2012 гoда
MGS 3;Normal;до MGS 1;История происходит....;до MGS 1;после MGS 1 и до MGS 2;между MGS 1 и MGS 4;после Metal Gear 2 и до MGS 1
MGS 3;Normal;PlayStation 2;Игра была изначально выпущена для ...?;PlayStation 2;PlayStation 3;Nintendo GameCube;XBOX
MGS 3;Hard;1964 гoду;История происходит в ....;1964 гoду;1962 гoду;1965 гoду;1967 гoду
MGS 3;Normal;Нейкед Снейк (Naked Snake);Каково было кодовое имя Снейка?;Нейкед Снейк (Naked Snake);Босс (The Boss);Биг Босс (Big Boss);Солид Снейк (Solid Snake)
MGS 3;Normal;Соколов (Sokolov);Кого Снейк должен был спасти из Советского Союза?;Соколов (Sokolov);Адам (Adam);Ева (Eva);Босс (The Boss)
MGS 3;Normal;Майор Том (Major Tom);Майор Зеро также известен под именем ...?;Майор Том (Major Tom);Сиджинт (Sigint);Сайфер (Cipher);Майор Кэмпбелл (Major Campbell)
MGS 3;Hard;Джим Пиддок (Jim Piddock);Кто озвучивает Майора Зеро (Major Zero) на английском языке?;Джим Пиддок (Jim Piddock);Джеймс Матис (James C. Mathis);Нил Росс (Neil Ross);Джон Грант Альбрехт (J. Grant Albrecht)
MGS 3;Hard;Хизер Холли (Heather Halley);Кто озвучивает Пара-Медик (Para-Medic) на английском языке?;Хизер Холли (Heather Halley);Лори Алан (Lori Alan);Сузетт Минет (Suzetta Miñet);Тара Стронг (Tara Strong)
MGS 3;Hard;Лори Алан (Lori Alan);Кто озвучивает Босса (The Boss) на английском языке?;Лори Алан (Lori Alan);Тара Стронг (Tara Strong);Дженнифер Хейл (Jennifer Hale);Сузетт Минет (Suzetta Miñet)
MGS 3;Hard;Полковника Волгина;Кого озвучал Нил Росс (Neil Ross) на английском языке?;Полковника Волгина;Соколова;Оцелота;Энда (The End)
MGS 3;Hard;Феара (The Fear);Кого озвучивал Майкл Белл (Michael Bell) на английском языке?;Феара (The Fear);Пэйнa (The Pain);Полковника Волгина (Colonel Volgin);Сорроу (The Sorrow)
MGS 3;Hard;Фьюри (The Fury);Кого озвучивал Ричард Дойл (Richard Doyle) на английском языке?;Фьюри (The Fury);Майора Райкова;Соколова;Сорроу (The Sorrow)
MGS 3;Hard;Пара-Медик;Кого озвучивала Хоуко Кувасима (Houko Kuwashima) на японском языке?;Пара-Медик;Еву;Босса;Майора Райкова
MGS 3;Normal;Оцелот;Кто не является членом отряда Кобра?;Оцелот;Сорроу;Фьюри;Энд
MGS 3;Normal;Сорроу;Кто является членом отряда Кобра?;Сорроу;Волгин;Оцелот;Ева
MGS 3;Normal;может управлять осами;Пэйн (The Pain) …;может управлять осами;это изуродованный бывший космонавт;обладает сверхъестественной гибкостью и ловкостью;опытный снайпер
MGS 3;Normal;это опытный снайпер;Энд (The End) …;это опытный снайпер;это дух умершего медиума;это изуродованный бывший космонавт;это командир отряда Кобра
MGS 3;Normal;Вертуозная Миссия;Как называлась первая миссия?;Вертуозная Миссия;Операция: Пожиратель змей;Ла-Ли-Лу-Ле-Ло;через забор
MGS 3;Normal;Босс;Кто сбросил Снейка с моста?;Босс;Полковник Волгин;Оцелот;отряд Кобра
MGS 3;Normal;молнией;Волгин был убит...?;молнией;ракетой;воздушным ударом;пулей
MGS 3;Normal;от Босса;Как Снейк получил микрофильм, на котором было указано местонахождение  наследство философов?;от Босса;от Волгина;от Очелота;от Евы
MGS 3;Normal;Экстрим Сложный (Extreme Hard);Какой уровень сложности не существует в игре?;Экстрим Сложный (Extreme Hard);Очень простой (Very Easy);Нормальный (Normal);Сложный (Hard)
MGS 3;Normal;Джон Доу;В начале игры Парамедик спросила у Снейка его имя. Какое имя он назвал?;Джон Доу;Ричард Роу;Джон Стайлз;Дэвид Хайтер
